id_observacion,fecha,semana,id_area,rol_observador_id,rol_observado_id,tarea_id,tipo_observacion,estado,riesgo_id,is_control_critico,control_critico_id
OBS_000978,11/27/2024,3,CHP,CHP_ROL_01,CHP_ROL_08,CHP_TA_001,OCC,OCC+,R02,TRUE,R02CP03
OBS_000177,11/27/2024,3,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_009,OPG,OPG-,,FALSE,
OBS_000178,11/27/2024,3,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_022,OPG,OPG+,,FALSE,
OBS_000179,11/27/2024,3,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_006,OPG,OPG+,,FALSE,
OBS_000180,11/27/2024,3,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_001,OPG,OPG+,,FALSE,
OBS_000972,11/27/2024,3,MRA,MRA_ROL_05,MRA_ROL_03,MRA_TA_012,OCC,OCC+,R01,TRUE,R01CC01
OBS_000184,11/27/2024,3,PLC,PLC_ROL_03,PLC_ROL_03,PLC_TA_003,OPG,OPG+,,FALSE,
OBS_000185,11/27/2024,3,PLC,PLC_ROL_06,PLC_ROL_06,PLC_TA_002,OPG,OPG+,,FALSE,
OBS_000186,11/27/2024,3,PLC,PLC_ROL_04,PLC_ROL_04,PLC_TA_003,OPG,OPG+,,FALSE,
OBS_000187,11/27/2024,3,STM,STM_ROL_07,STM_ROL_07,STM_TA_011,OPG,OPG-,,FALSE,
OBS_000188,11/27/2024,3,STM,STM_ROL_05,STM_ROL_05,STM_TA_015,OPG,OPG+,,FALSE,
OBS_000189,11/27/2024,3,STM,STM_ROL_06,STM_ROL_06,STM_TA_018,OPG,OPG+,,FALSE,
OBS_000967,11/27/2024,3,STM,STM_ROL_02,STM_ROL_08,STM_TA_019,OCC,OCC+,R01,TRUE,R01CP05
OBS_000971,11/27/2024,3,STM,STM_ROL_07,STM_ROL_07,STM_TA_012,OCC,OCC+,R01,TRUE,R01CC04
OBS_000190,11/27/2024,3,TME,TME_ROL_03,TME_ROL_03,TME_TA_013,OPG,OPG-,,FALSE,
OBS_000191,11/27/2024,3,TME,TME_ROL_05,TME_ROL_05,TME_TA_008,OPG,OPG+,,FALSE,
OBS_000976,11/27/2024,3,TME,TME_ROL_04,TME_ROL_04,TME_TA_009,OCC,OCC+,R02,TRUE,R02CP01
OBS_000981,11/27/2024,3,TME,TME_ROL_03,TME_ROL_04,TME_TA_015,OCC,OCC+,R03,TRUE,R03CC03
OBS_000194,11/28/2024,3,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_001,OPG,OPG+,,FALSE,
OBS_000192,11/28/2024,3,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_005,OPG,OPG+,,FALSE,
OBS_000193,11/28/2024,3,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_013,OPG,OPG+,,FALSE,
OBS_000195,11/28/2024,3,PLC,PLC_ROL_06,PLC_ROL_06,PLC_TA_009,OPG,OPG+,,FALSE,
OBS_000196,11/28/2024,3,PLC,PLC_ROL_02,PLC_ROL_02,PLC_TA_006,OPG,OPG+,,FALSE,
OBS_000197,11/28/2024,3,STM,STM_ROL_07,STM_ROL_07,STM_TA_004,OPG,OPG-,,FALSE,
OBS_000198,11/28/2024,3,STM,STM_ROL_06,STM_ROL_06,STM_TA_018,OPG,OPG-,,FALSE,
OBS_000199,11/28/2024,3,STM,STM_ROL_06,STM_ROL_06,STM_TA_013,OPG,OPG-,,FALSE,
OBS_000200,11/28/2024,3,TME,TME_ROL_07,TME_ROL_07,TME_TA_003,OPG,OPG+,,FALSE,
OBS_000201,11/28/2024,3,TME,TME_ROL_04,TME_ROL_04,TME_TA_006,OPG,OPG+,,FALSE,
OBS_000204,11/29/2024,3,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_014,OPG,OPG+,,FALSE,
OBS_000205,11/29/2024,3,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_012,OPG,OPG+,,FALSE,
OBS_000202,11/29/2024,3,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_009,OPG,OPG+,,FALSE,
OBS_000203,11/29/2024,3,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_005,OPG,OPG-,,FALSE,
OBS_000206,11/29/2024,3,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_016,OPG,OPG+,,FALSE,
OBS_000970,11/29/2024,3,PLC,PLC_ROL_02,PLC_ROL_05,PLC_TA_014,OCC,OCC+,R01,TRUE,R01CP02
OBS_000975,11/29/2024,3,PLC,PLC_ROL_01,PLC_ROL_06,PLC_TA_004,OCC,OCC-,R02,TRUE,R02CP04
OBS_000207,11/29/2024,3,STM,STM_ROL_08,STM_ROL_08,STM_TA_004,OPG,OPG+,,FALSE,
OBS_000973,11/29/2024,3,STM,STM_ROL_08,STM_ROL_01,STM_TA_008,OCC,OCC-,R01,TRUE,R01CC05
OBS_000208,11/29/2024,3,TME,TME_ROL_07,TME_ROL_07,TME_TA_011,OPG,OPG+,,FALSE,
OBS_000977,11/29/2024,3,TME,TME_ROL_01,TME_ROL_07,TME_TA_002,OCC,OCC-,R02,TRUE,R02CC05
OBS_000212,11/30/2024,3,CHP,CHP_ROL_06,CHP_ROL_06,CHP_TA_010,OPG,OPG+,,FALSE,
OBS_000213,11/30/2024,3,CHP,CHP_ROL_08,CHP_ROL_08,CHP_TA_019,OPG,OPG+,,FALSE,
OBS_000209,11/30/2024,3,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_015,OPG,OPG+,,FALSE,
OBS_000210,11/30/2024,3,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_010,OPG,OPG+,,FALSE,
OBS_000211,11/30/2024,3,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_016,OPG,OPG+,,FALSE,
OBS_000968,11/30/2024,3,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_005,OCC,OCC+,R01,TRUE,R01CC03
OBS_000214,11/30/2024,3,PLC,PLC_ROL_07,PLC_ROL_07,PLC_TA_009,OPG,OPG+,,FALSE,
OBS_000215,11/30/2024,3,PLC,PLC_ROL_07,PLC_ROL_07,PLC_TA_012,OPG,OPG+,,FALSE,
OBS_000216,11/30/2024,3,STM,STM_ROL_04,STM_ROL_04,STM_TA_019,OPG,OPG+,,FALSE,
OBS_000217,11/30/2024,3,STM,STM_ROL_03,STM_ROL_03,STM_TA_018,OPG,OPG-,,FALSE,
OBS_000218,11/30/2024,3,STM,STM_ROL_08,STM_ROL_08,STM_TA_007,OPG,OPG+,,FALSE,
OBS_000219,11/30/2024,3,TME,TME_ROL_02,TME_ROL_02,TME_TA_014,OPG,OPG+,,FALSE,
OBS_000220,11/30/2024,3,TME,TME_ROL_03,TME_ROL_03,TME_TA_010,OPG,OPG+,,FALSE,
OBS_000225,12/1/2024,3,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_020,OPG,OPG+,,FALSE,
OBS_000226,12/1/2024,3,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_004,OPG,OPG+,,FALSE,
OBS_000221,12/1/2024,3,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_014,OPG,OPG+,,FALSE,
OBS_000222,12/1/2024,3,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_015,OPG,OPG+,,FALSE,
OBS_000223,12/1/2024,3,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_019,OPG,OPG+,,FALSE,
OBS_000224,12/1/2024,3,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_018,OPG,OPG-,,FALSE,
OBS_000969,12/1/2024,3,MRA,MRA_ROL_07,MRA_ROL_04,MRA_TA_018,OCC,OCC+,R01,TRUE,R01CM04
OBS_000227,12/1/2024,3,PLC,PLC_ROL_11,PLC_ROL_11,PLC_TA_012,OPG,OPG+,,FALSE,
OBS_000228,12/1/2024,3,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_002,OPG,OPG+,,FALSE,
OBS_000229,12/1/2024,3,PLC,PLC_ROL_11,PLC_ROL_11,PLC_TA_013,OPG,OPG+,,FALSE,
OBS_000980,12/1/2024,3,PLC,PLC_ROL_09,PLC_ROL_12,PLC_TA_004,OCC,OCC+,R03,TRUE,R03CM01
OBS_000230,12/1/2024,3,STM,STM_ROL_07,STM_ROL_07,STM_TA_004,OPG,OPG-,,FALSE,
OBS_000231,12/1/2024,3,STM,STM_ROL_05,STM_ROL_05,STM_TA_008,OPG,OPG+,,FALSE,
OBS_000232,12/1/2024,3,TME,TME_ROL_04,TME_ROL_04,TME_TA_015,OPG,OPG+,,FALSE,
OBS_000233,12/1/2024,3,TME,TME_ROL_08,TME_ROL_08,TME_TA_005,OPG,OPG+,,FALSE,
OBS_000234,12/1/2024,3,TME,TME_ROL_01,TME_ROL_01,TME_TA_016,OPG,OPG+,,FALSE,
OBS_000238,12/2/2024,4,CHP,CHP_ROL_08,CHP_ROL_08,CHP_TA_004,OPG,OPG+,,FALSE,
OBS_000239,12/2/2024,4,CHP,CHP_ROL_08,CHP_ROL_08,CHP_TA_011,OPG,OPG-,,FALSE,
OBS_000235,12/2/2024,4,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_004,OPG,OPG+,,FALSE,
OBS_000236,12/2/2024,4,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_012,OPG,OPG+,,FALSE,
OBS_000237,12/2/2024,4,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_007,OPG,OPG+,,FALSE,
OBS_000240,12/2/2024,4,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_004,OPG,OPG-,,FALSE,
OBS_000241,12/2/2024,4,STM,STM_ROL_02,STM_ROL_02,STM_TA_006,OPG,OPG+,,FALSE,
OBS_000242,12/2/2024,4,STM,STM_ROL_04,STM_ROL_04,STM_TA_017,OPG,OPG+,,FALSE,
OBS_000243,12/2/2024,4,TME,TME_ROL_06,TME_ROL_06,TME_TA_014,OPG,OPG+,,FALSE,
OBS_000246,12/3/2024,4,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_015,OPG,OPG+,,FALSE,
OBS_000247,12/3/2024,4,CHP,CHP_ROL_07,CHP_ROL_07,CHP_TA_001,OPG,OPG+,,FALSE,
OBS_000248,12/3/2024,4,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_009,OPG,OPG+,,FALSE,
OBS_000988,12/3/2024,4,CHP,CHP_ROL_03,CHP_ROL_05,CHP_TA_017,OCC,OCC+,R03,TRUE,R03CP01
OBS_000244,12/3/2024,4,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_021,OPG,OPG+,,FALSE,
OBS_000245,12/3/2024,4,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_013,OPG,OPG-,,FALSE,
OBS_000996,12/3/2024,4,MRA,MRA_ROL_05,MRA_ROL_07,MRA_TA_008,OCC,OCC-,R02,TRUE,R02CC01
OBS_000249,12/3/2024,4,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_004,OPG,OPG+,,FALSE,
OBS_000984,12/3/2024,4,PLC,PLC_ROL_01,PLC_ROL_11,PLC_TA_009,OCC,OCC-,R03,TRUE,R03CP03
OBS_000250,12/3/2024,4,STM,STM_ROL_03,STM_ROL_03,STM_TA_012,OPG,OPG+,,FALSE,
OBS_000251,12/3/2024,4,STM,STM_ROL_08,STM_ROL_08,STM_TA_004,OPG,OPG+,,FALSE,
OBS_000252,12/3/2024,4,STM,STM_ROL_08,STM_ROL_08,STM_TA_017,OPG,OPG+,,FALSE,
OBS_000253,12/3/2024,4,TME,TME_ROL_07,TME_ROL_07,TME_TA_013,OPG,OPG+,,FALSE,
OBS_000254,12/3/2024,4,TME,TME_ROL_06,TME_ROL_06,TME_TA_012,OPG,OPG+,,FALSE,
OBS_000986,12/3/2024,4,TME,TME_ROL_02,TME_ROL_07,TME_TA_008,OCC,OCC+,R03,TRUE,R03CC05
OBS_000989,12/3/2024,4,TME,TME_ROL_03,TME_ROL_06,TME_TA_003,OCC,OCC-,R03,TRUE,R03CC05
OBS_000259,12/4/2024,4,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_017,OPG,OPG+,,FALSE,
OBS_000260,12/4/2024,4,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_019,OPG,OPG+,,FALSE,
OBS_000261,12/4/2024,4,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_016,OPG,OPG+,,FALSE,
OBS_000995,12/4/2024,4,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_007,OCC,OCC+,R02,TRUE,R02CM04
OBS_000255,12/4/2024,4,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_022,OPG,OPG+,,FALSE,
OBS_000256,12/4/2024,4,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_020,OPG,OPG+,,FALSE,
OBS_000257,12/4/2024,4,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_011,OPG,OPG+,,FALSE,
OBS_000258,12/4/2024,4,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_004,OPG,OPG+,,FALSE,
OBS_000262,12/4/2024,4,PLC,PLC_ROL_11,PLC_ROL_11,PLC_TA_006,OPG,OPG+,,FALSE,
OBS_000263,12/4/2024,4,PLC,PLC_ROL_08,PLC_ROL_08,PLC_TA_010,OPG,OPG+,,FALSE,
OBS_000264,12/4/2024,4,PLC,PLC_ROL_06,PLC_ROL_06,PLC_TA_015,OPG,OPG+,,FALSE,
OBS_000265,12/4/2024,4,STM,STM_ROL_01,STM_ROL_01,STM_TA_016,OPG,OPG+,,FALSE,
OBS_000266,12/4/2024,4,STM,STM_ROL_07,STM_ROL_07,STM_TA_018,OPG,OPG+,,FALSE,
OBS_000267,12/4/2024,4,TME,TME_ROL_07,TME_ROL_07,TME_TA_016,OPG,OPG+,,FALSE,
OBS_000268,12/4/2024,4,TME,TME_ROL_08,TME_ROL_08,TME_TA_016,OPG,OPG+,,FALSE,
OBS_000273,12/5/2024,4,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_009,OPG,OPG+,,FALSE,
OBS_000274,12/5/2024,4,CHP,CHP_ROL_06,CHP_ROL_06,CHP_TA_018,OPG,OPG+,,FALSE,
OBS_000275,12/5/2024,4,CHP,CHP_ROL_01,CHP_ROL_01,CHP_TA_015,OPG,OPG+,,FALSE,
OBS_000987,12/5/2024,4,CHP,CHP_ROL_06,CHP_ROL_08,CHP_TA_018,OCC,OCC+,R03,TRUE,R03CP04
OBS_000269,12/5/2024,4,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_008,OPG,OPG+,,FALSE,
OBS_000270,12/5/2024,4,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_008,OPG,OPG+,,FALSE,
OBS_000271,12/5/2024,4,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_015,OPG,OPG+,,FALSE,
OBS_000272,12/5/2024,4,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_018,OPG,OPG+,,FALSE,
OBS_000276,12/5/2024,4,PLC,PLC_ROL_02,PLC_ROL_02,PLC_TA_008,OPG,OPG+,,FALSE,
OBS_000277,12/5/2024,4,PLC,PLC_ROL_01,PLC_ROL_01,PLC_TA_015,OPG,OPG+,,FALSE,
OBS_000985,12/5/2024,4,PLC,PLC_ROL_09,PLC_ROL_05,PLC_TA_008,OCC,OCC-,R03,TRUE,R03CC01
OBS_000278,12/5/2024,4,STM,STM_ROL_08,STM_ROL_08,STM_TA_004,OPG,OPG+,,FALSE,
OBS_000279,12/5/2024,4,TME,TME_ROL_04,TME_ROL_04,TME_TA_012,OPG,OPG+,,FALSE,
OBS_000983,12/5/2024,4,TME,TME_ROL_06,TME_ROL_06,TME_TA_010,OCC,OCC+,R03,TRUE,R03CP06
OBS_000284,12/6/2024,4,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_019,OPG,OPG+,,FALSE,
OBS_000285,12/6/2024,4,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_004,OPG,OPG+,,FALSE,
OBS_000280,12/6/2024,4,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_006,OPG,OPG+,,FALSE,
OBS_000281,12/6/2024,4,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_007,OPG,OPG+,,FALSE,
OBS_000282,12/6/2024,4,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_018,OPG,OPG+,,FALSE,
OBS_000283,12/6/2024,4,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_011,OPG,OPG+,,FALSE,
OBS_000286,12/6/2024,4,PLC,PLC_ROL_01,PLC_ROL_01,PLC_TA_009,OPG,OPG+,,FALSE,
OBS_000287,12/6/2024,4,PLC,PLC_ROL_03,PLC_ROL_03,PLC_TA_005,OPG,OPG+,,FALSE,
OBS_000982,12/6/2024,4,PLC,PLC_ROL_09,PLC_ROL_05,PLC_TA_011,OCC,OCC+,R03,TRUE,R03CP02
OBS_000288,12/6/2024,4,STM,STM_ROL_06,STM_ROL_06,STM_TA_008,OPG,OPG+,,FALSE,
OBS_000289,12/6/2024,4,STM,STM_ROL_07,STM_ROL_07,STM_TA_016,OPG,OPG+,,FALSE,
OBS_000290,12/6/2024,4,STM,STM_ROL_05,STM_ROL_05,STM_TA_014,OPG,OPG+,,FALSE,
OBS_000291,12/6/2024,4,TME,TME_ROL_02,TME_ROL_02,TME_TA_013,OPG,OPG+,,FALSE,
OBS_000990,12/6/2024,4,TME,TME_ROL_06,TME_ROL_03,TME_TA_001,OCC,OCC-,R01,TRUE,R01CC06
OBS_000295,12/7/2024,4,CHP,CHP_ROL_06,CHP_ROL_06,CHP_TA_003,OPG,OPG+,,FALSE,
OBS_000296,12/7/2024,4,CHP,CHP_ROL_07,CHP_ROL_07,CHP_TA_007,OPG,OPG+,,FALSE,
OBS_000297,12/7/2024,4,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_016,OPG,OPG+,,FALSE,
OBS_000292,12/7/2024,4,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_015,OPG,OPG+,,FALSE,
OBS_000293,12/7/2024,4,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_019,OPG,OPG-,,FALSE,
OBS_000294,12/7/2024,4,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_015,OPG,OPG+,,FALSE,
OBS_000992,12/7/2024,4,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_001,OCC,OCC-,R01,TRUE,R01CC04
OBS_000994,12/7/2024,4,MRA,MRA_ROL_03,MRA_ROL_08,MRA_TA_021,OCC,OCC+,R01,TRUE,R01CM04
OBS_000298,12/7/2024,4,PLC,PLC_ROL_06,PLC_ROL_06,PLC_TA_018,OPG,OPG+,,FALSE,
OBS_000299,12/7/2024,4,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_016,OPG,OPG+,,FALSE,
OBS_000300,12/7/2024,4,STM,STM_ROL_01,STM_ROL_01,STM_TA_002,OPG,OPG+,,FALSE,
OBS_000301,12/7/2024,4,STM,STM_ROL_08,STM_ROL_08,STM_TA_001,OPG,OPG+,,FALSE,
OBS_000302,12/7/2024,4,STM,STM_ROL_03,STM_ROL_03,STM_TA_015,OPG,OPG+,,FALSE,
OBS_000997,12/7/2024,4,STM,STM_ROL_02,STM_ROL_03,STM_TA_015,OCC,OCC+,R02,TRUE,R02CP01
OBS_000303,12/7/2024,4,TME,TME_ROL_04,TME_ROL_04,TME_TA_005,OPG,OPG+,,FALSE,
OBS_000304,12/7/2024,4,TME,TME_ROL_05,TME_ROL_05,TME_TA_006,OPG,OPG+,,FALSE,
OBS_000308,12/8/2024,4,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_014,OPG,OPG+,,FALSE,
OBS_000309,12/8/2024,4,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_001,OPG,OPG+,,FALSE,
OBS_000305,12/8/2024,4,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_021,OPG,OPG+,,FALSE,
OBS_000306,12/8/2024,4,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_012,OPG,OPG+,,FALSE,
OBS_000307,12/8/2024,4,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_002,OPG,OPG+,,FALSE,
OBS_000991,12/8/2024,4,MRA,MRA_ROL_05,MRA_ROL_08,MRA_TA_021,OCC,OCC-,R01,TRUE,R01CM02
OBS_000310,12/8/2024,4,PLC,PLC_ROL_03,PLC_ROL_03,PLC_TA_019,OPG,OPG+,,FALSE,
OBS_000993,12/8/2024,4,PLC,PLC_ROL_10,PLC_ROL_04,PLC_TA_008,OCC,OCC+,R01,TRUE,R01CP02
OBS_000311,12/8/2024,4,STM,STM_ROL_08,STM_ROL_08,STM_TA_001,OPG,OPG-,,FALSE,
OBS_000312,12/8/2024,4,STM,STM_ROL_06,STM_ROL_06,STM_TA_004,OPG,OPG+,,FALSE,
OBS_000313,12/8/2024,4,STM,STM_ROL_07,STM_ROL_07,STM_TA_005,OPG,OPG+,,FALSE,
OBS_000314,12/8/2024,4,TME,TME_ROL_07,TME_ROL_07,TME_TA_003,OPG,OPG+,,FALSE,
OBS_000317,12/9/2024,5,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_003,OPG,OPG+,,FALSE,
OBS_000315,12/9/2024,5,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_011,OPG,OPG+,,FALSE,
OBS_000316,12/9/2024,5,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_005,OPG,OPG+,,FALSE,
OBS_001008,12/9/2024,5,MRA,MRA_ROL_02,MRA_ROL_07,MRA_TA_017,OCC,OCC+,R03,TRUE,R03CP06
OBS_000318,12/9/2024,5,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_006,OPG,OPG+,,FALSE,
OBS_000319,12/9/2024,5,STM,STM_ROL_04,STM_ROL_04,STM_TA_005,OPG,OPG+,,FALSE,
OBS_000320,12/9/2024,5,STM,STM_ROL_08,STM_ROL_08,STM_TA_007,OPG,OPG-,,FALSE,
OBS_000321,12/9/2024,5,STM,STM_ROL_02,STM_ROL_02,STM_TA_005,OPG,OPG+,,FALSE,
OBS_000322,12/9/2024,5,TME,TME_ROL_07,TME_ROL_07,TME_TA_012,OPG,OPG+,,FALSE,
OBS_000323,12/9/2024,5,TME,TME_ROL_06,TME_ROL_06,TME_TA_005,OPG,OPG+,,FALSE,
OBS_000324,12/9/2024,5,TME,TME_ROL_02,TME_ROL_02,TME_TA_008,OPG,OPG+,,FALSE,
OBS_000329,12/10/2024,5,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_016,OPG,OPG+,,FALSE,
OBS_000325,12/10/2024,5,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_001,OPG,OPG+,,FALSE,
OBS_000326,12/10/2024,5,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_007,OPG,OPG+,,FALSE,
OBS_000327,12/10/2024,5,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_013,OPG,OPG+,,FALSE,
OBS_000328,12/10/2024,5,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_008,OPG,OPG+,,FALSE,
OBS_000330,12/10/2024,5,PLC,PLC_ROL_09,PLC_ROL_09,PLC_TA_001,OPG,OPG+,,FALSE,
OBS_001012,12/10/2024,5,PLC,PLC_ROL_01,PLC_ROL_08,PLC_TA_016,OCC,OCC+,R02,TRUE,R02CP03
OBS_000331,12/10/2024,5,STM,STM_ROL_03,STM_ROL_03,STM_TA_013,OPG,OPG+,,FALSE,
OBS_000332,12/10/2024,5,STM,STM_ROL_07,STM_ROL_07,STM_TA_012,OPG,OPG+,,FALSE,
OBS_000333,12/10/2024,5,TME,TME_ROL_08,TME_ROL_08,TME_TA_003,OPG,OPG-,,FALSE,
OBS_000336,12/11/2024,5,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_014,OPG,OPG+,,FALSE,
OBS_000337,12/11/2024,5,CHP,CHP_ROL_07,CHP_ROL_07,CHP_TA_003,OPG,OPG+,,FALSE,
OBS_000338,12/11/2024,5,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_020,OPG,OPG+,,FALSE,
OBS_000334,12/11/2024,5,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_009,OPG,OPG+,,FALSE,
OBS_000335,12/11/2024,5,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_013,OPG,OPG+,,FALSE,
OBS_000339,12/11/2024,5,PLC,PLC_ROL_05,PLC_ROL_05,PLC_TA_003,OPG,OPG+,,FALSE,
OBS_001007,12/11/2024,5,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_004,OCC,OCC-,R03,TRUE,R03CC06
OBS_000340,12/11/2024,5,STM,STM_ROL_03,STM_ROL_03,STM_TA_018,OPG,OPG+,,FALSE,
OBS_000341,12/11/2024,5,TME,TME_ROL_02,TME_ROL_02,TME_TA_010,OPG,OPG+,,FALSE,
OBS_000342,12/11/2024,5,TME,TME_ROL_04,TME_ROL_04,TME_TA_002,OPG,OPG+,,FALSE,
OBS_000343,12/11/2024,5,TME,TME_ROL_07,TME_ROL_07,TME_TA_004,OPG,OPG+,,FALSE,
OBS_001004,12/11/2024,5,TME,TME_ROL_08,TME_ROL_08,TME_TA_003,OCC,OCC+,R01,TRUE,R01CC05
OBS_000348,12/12/2024,5,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_006,OPG,OPG+,,FALSE,
OBS_000349,12/12/2024,5,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_004,OPG,OPG+,,FALSE,
OBS_000350,12/12/2024,5,CHP,CHP_ROL_01,CHP_ROL_01,CHP_TA_011,OPG,OPG+,,FALSE,
OBS_001011,12/12/2024,5,CHP,CHP_ROL_05,CHP_ROL_03,CHP_TA_004,OCC,OCC-,R02,TRUE,R02CM03
OBS_000344,12/12/2024,5,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_010,OPG,OPG+,,FALSE,
OBS_000345,12/12/2024,5,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_004,OPG,OPG-,,FALSE,
OBS_000346,12/12/2024,5,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_001,OPG,OPG+,,FALSE,
OBS_000347,12/12/2024,5,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_017,OPG,OPG+,,FALSE,
OBS_001006,12/12/2024,5,MRA,MRA_ROL_08,MRA_ROL_02,MRA_TA_009,OCC,OCC+,R03,TRUE,R03CP01
OBS_000351,12/12/2024,5,PLC,PLC_ROL_09,PLC_ROL_09,PLC_TA_003,OPG,OPG+,,FALSE,
OBS_000352,12/12/2024,5,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_003,OPG,OPG+,,FALSE,
OBS_001003,12/12/2024,5,PLC,PLC_ROL_08,PLC_ROL_03,PLC_TA_014,OCC,OCC-,R01,TRUE,R01CP04
OBS_000353,12/12/2024,5,STM,STM_ROL_06,STM_ROL_06,STM_TA_002,OPG,OPG+,,FALSE,
OBS_000354,12/12/2024,5,STM,STM_ROL_03,STM_ROL_03,STM_TA_012,OPG,OPG+,,FALSE,
OBS_000355,12/12/2024,5,STM,STM_ROL_02,STM_ROL_02,STM_TA_019,OPG,OPG+,,FALSE,
OBS_000356,12/12/2024,5,TME,TME_ROL_04,TME_ROL_04,TME_TA_001,OPG,OPG-,,FALSE,
OBS_000359,12/13/2024,5,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_014,OPG,OPG+,,FALSE,
OBS_000357,12/13/2024,5,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_002,OPG,OPG+,,FALSE,
